what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1319016689196
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1319016689446
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1319016693961
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1319016694242
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1319016698148
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1319016698164
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1319016699383
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1319016708992
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1319016709023
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1319016710148
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1319016711492
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1319016718116
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1319016718179
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openSearchDialog",1319016718210
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1319016723491
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1319016724366
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1319016730647
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1319016740787
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1319016740819
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1319016748022
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1319016767708
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1319017090899
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1319017090915
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1319017103039
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1319017183442
