what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324275843760
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324275848588
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324275855025
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324275858446
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324275870915
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324275877274
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324275879274
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276092639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276093092
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276094108
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276095514
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276095514
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276095514
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276536255
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276538099
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276542802
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324276542833
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProgressView",1324276543083
opened,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1324276543271
started,bundle,com.adobe.flexbuilder.codemodel,4.0.0.272416,"com.adobe.flexbuilder.codemodel",1324276546224
started,bundle,com.adobe.flexbuilder.monitors.network,4.0.0.272416,"com.adobe.flexbuilder.monitors.network",1324276546927
started,bundle,com.adobe.flexide.refactoring.core,4.0.0.272416,"com.adobe.flexide.refactoring.core",1324276548036
opened,view,com.adobe.flexbuilder.as.editor,4.0.0.272416,"com.adobe.flexbuilder.packageexplorer",1324276548458
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276548568
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1324276548630
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276548630
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1324276548677
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276548677
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1324276548693
started,bundle,org.eclipse.jst.jee,1.0.303.v201103311600,"org.eclipse.jst.jee",1324276549958
started,bundle,org.eclipse.wst.sse.core,1.1.505.v201104070043,"org.eclipse.wst.sse.core",1324276550396
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324276562911
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324276616832
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276616879
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324276616895
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276632582
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324276632598
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1324276633520
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1324276633535
